distance|frequency|height|power|angle|carrier
19037.8369901255|18360000000.0|99.0|21.6|225.8|unknown
19037.8369901255|19370000000.0|14.0|21.6|45.7|unknown
3153.67031434625|37079000000.0|90.0|12.9|230.8|unknown
3153.67031434625|38339000000.0|10.0|12.9|50.8|unknown
13021.218794996|71500000000.0|37.0|34.9|125.6|unknown
13021.218794996|81500000000.0|120.0|34.9|305.6|unknown
8649.15347670045|22246000000.0|150.0|27.3|262.3|unknown
8649.15347670045|23254000000.0|8.0|27.3|82.3|unknown
6540.33999860444|26201000000.0|22.0|23.2|180.3|unknown
6540.33999860444|25193000000.0|93.0|23.2|0.3|unknown
13060.2455321246|31899000000.0|33.0|15.6|111.8|unknown
13060.2455321246|19645000000.0|37.0|23.4|291.9|unknown
1869.69057025041|37604000000.0|53.0|15.9|61.8|unknown
1869.69057025041|38864000000.0|12.0|10.6|241.8|unknown
11728.8591423305|19618000000.0|10.0|21.9|262.5|unknown
11728.8591423305|18608000000.0|88.0|21.9|82.4|unknown
4770.10200751968|37548000000.0|35.5|21.4|139.6|unknown
4770.10200751968|38570000000.0|22.0|13.0|319.7|unknown
2702.82869616127|31955000000.0|27.0|17.6|133.6|unknown
2702.82869616127|37548000000.0|27.5|10.1|313.6|unknown
3709.6803898393|38682000000.0|34.0|21.0|178.6|unknown
3709.6803898393|37422000000.0|16.0|21.0|358.6|unknown
4956.86964140872|19425000000.0|29.0|25.9|266.4|unknown
4956.86964140872|18415000000.0|8.0|25.9|184.9|unknown
24092.2075503595|13024000000.0|75.0|5.9|172.5|unknown
24092.2075503595|12884000000.0|20.0|14.9|352.6|unknown
30349.3989329198|13185000000.0|70.0|30.9|158.5|unknown
30349.3989329198|12919000000.0|25.0|30.9|338.6|unknown
4421.38966664665|17920000000.0|42.0|15.6|154.1|unknown
4421.38966664665|25081000000.0|10.0|16.1|334.1|unknown
14368.8119294226|13185000000.0|81.0|24.9|151.5|unknown
14368.8119294226|12919000000.0|18.0|24.9|331.6|unknown
7731.17382857034|19370000000.0|60.0|14.9|21.9|unknown
7731.17382857034|18360000000.0|25.0|14.9|201.9|unknown
16185.0979165298|81500000000.0|30.0|21.9|105.0|kpn
16185.0979165298|19590000000.0|24.0|26.4|285.1|kpn
2258.48802591271|22526000000.0|34.0|23.3|82.0|kpn
2258.48802591271|18608000000.0|40.0|16.5|262.0|kpn
1491.06439200953|31899000000.0|30.0|18.6|317.1|t-mobile
1491.06439200953|84000000000.0|30.0|29.9|137.1|t-mobile
5114.95639768354|18635000000.0|36.7|17.4|267.9|kpn
5114.95639768354|82875000000.0|14.5|32.2|87.9|kpn
5114.95639768354|18635000000.0|36.7|17.4|267.9|kpn
5114.95639768354|82875000000.0|14.5|32.2|87.9|kpn
6691.63203140107|71500000000.0|45.0|30.9|41.1|t-mobile
6691.63203140107|81500000000.0|15.0|34.9|221.1|t-mobile
6691.63203140107|71500000000.0|45.0|30.9|41.1|t-mobile
6691.63203140107|81500000000.0|15.0|34.9|221.1|t-mobile
7518.97691316255|18360000000.0|45.0|8.0|255.6|t-mobile
7518.97691316255|37142000000.0|16.0|26.1|75.6|t-mobile
7776.30505445796|84000000000.0|30.0|34.9|17.6|t-mobile
7776.30505445796|31899000000.0|30.0|26.7|197.6|t-mobile
7776.30505445796|84000000000.0|30.0|34.9|17.6|t-mobile
7776.30505445796|31899000000.0|30.0|26.7|197.6|t-mobile
13291.3719650594|38337000000.0|33.3|13.9|240.7|kpn
13291.3719650594|18580000000.0|26.0|24.4|60.6|kpn
201.646223847098|38570000000.0|40.0|1.0|274.4|vodafone
201.646223847098|37310000000.0|8.0|1.0|94.4|vodafone
3912.92402090255|71500000000.0|23.5|30.9|348.4|t-mobile
3912.92402090255|81500000000.0|200.0|30.9|168.4|t-mobile
14431.324019823|19425000000.0|27.5|24.4|351.3|unknown
14431.324019823|18580000000.0|71.0|27.4|171.3|unknown
5301.00211151707|74000000000.0|37.0|30.9|146.0|t-mobile
5301.00211151707|22302000000.0|62.0|22.7|326.0|t-mobile
37355.4276363749|13038000000.0|140.0|23.7|289.3|unknown
37355.4276363749|12772000000.0|20.0|23.7|109.1|unknown
7245.7779154218|38444000000.0|110.0|17.1|135.6|unknown
7245.7779154218|81875000000.0|18.0|22.9|315.7|unknown
11248.7992447502|38612000000.0|18.0|6.0|307.9|kpn
11248.7992447502|19645000000.0|17.1|25.4|127.8|kpn
11248.7992447502|38612000000.0|18.0|6.0|307.9|kpn
11248.7992447502|19645000000.0|17.1|25.4|127.8|kpn
9893.2542921553|72875000000.0|77.0|32.2|313.7|kpn
9893.2542921553|19590000000.0|30.0|16.6|133.7|kpn
9893.2542921553|72875000000.0|77.0|32.2|313.7|kpn
9893.2542921553|19590000000.0|30.0|16.6|133.7|kpn
5899.1447270093|81875000000.0|25.0|26.9|104.9|t-mobile
5899.1447270093|71500000000.0|39.8|21.9|285.0|t-mobile
9622.75433052913|18360000000.0|30.0|18.0|4.9|t-mobile
9622.75433052913|81500000000.0|40.0|34.9|184.9|t-mobile
951.330571361781|82250000000.0|15.0|22.9|10.1|t-mobile
951.330571361781|72250000000.0|20.0|22.9|190.1|t-mobile
4018.95364737008|22526000000.0|20.0|21.3|74.2|vodafone
4018.95364737008|23534000000.0|38.0|20.2|254.2|vodafone
4041.38013567368|83000000000.0|27.0|-950.7|212.6|kpn
4041.38013567368|73000000000.0|22.0|32.9|32.6|kpn
5599.73036523214|71500000000.0|15.0|30.9|159.4|t-mobile
5599.73036523214|81500000000.0|20.0|34.9|339.4|t-mobile
7304.38285502666|72250000000.0|5.0|30.9|201.8|t-mobile
7304.38285502666|82250000000.0|8.0|34.9|21.8|t-mobile
1748.480613767|84000000000.0|15.0|30.9|346.1|t-mobile
1748.480613767|74000000000.0|43.0|30.9|166.1|t-mobile
10960.0652618071|81500000000.0|30.0|34.9|216.4|t-mobile
10960.0652618071|71500000000.0|35.0|34.9|36.4|t-mobile
7226.00886483751|72875000000.0|22.0|32.2|24.6|kpn
7226.00886483751|19645000000.0|30.0|17.4|204.6|kpn
7226.00886483751|72875000000.0|22.0|32.2|24.6|kpn
7226.00886483751|19645000000.0|30.0|17.4|204.6|kpn
4834.17319815471|81500000000.0|40.0|30.9|152.2|t-mobile
4834.17319815471|71500000000.0|31.5|34.9|332.2|t-mobile
4594.85994264672|71500000000.0|31.5|30.9|141.1|t-mobile
4594.85994264672|81500000000.0|40.0|30.9|321.1|t-mobile
7312.47188020106|19260000000.0|15.0|17.0|261.4|t-mobile
7312.47188020106|71500000000.0|60.0|26.9|81.4|t-mobile
7312.47188020106|19260000000.0|15.0|17.0|261.4|t-mobile
7312.47188020106|71500000000.0|60.0|26.9|81.4|t-mobile
4805.24023394509|39242000000.0|34.0|20.3|185.5|t-mobile
4805.24023394509|72250000000.0|50.0|34.9|5.5|t-mobile
9704.28598519094|81500000000.0|30.0|34.9|348.0|t-mobile
9704.28598519094|71500000000.0|50.0|34.9|167.9|t-mobile
9704.28598519094|81500000000.0|30.0|34.9|348.0|t-mobile
9704.28598519094|71500000000.0|50.0|34.9|167.9|t-mobile
2412.95730634294|71500000000.0|15.0|31.9|347.9|t-mobile
2412.95730634294|81500000000.0|50.0|31.9|167.9|t-mobile
2692.70647608071|85750000000.0|37.0|24.9|251.0|vodafone
2692.70647608071|75750000000.0|34.0|29.4|71.0|vodafone
9212.76462570579|81875000000.0|25.0|23.9|2.0|kpn
9212.76462570579|71875000000.0|15.0|23.9|182.0|kpn
9212.76462570579|81875000000.0|25.0|23.9|2.0|kpn
9212.76462570579|71875000000.0|15.0|23.9|182.0|kpn
8700.80316077188|18635000000.0|36.5|21.4|186.3|kpn
8700.80316077188|19645000000.0|31.2|21.4|6.3|kpn
8700.80316077188|18635000000.0|36.5|21.4|186.3|kpn
8700.80316077188|19645000000.0|31.2|21.4|6.3|kpn
11713.9049914977|22526000000.0|27.0|24.9|89.7|vodafone
11713.9049914977|85750000000.0|36.0|28.9|269.8|vodafone
9699.18764587249|71500000000.0|30.0|34.9|347.8|t-mobile
9699.18764587249|81500000000.0|15.0|34.9|167.8|t-mobile
9699.18764587249|71500000000.0|30.0|34.9|347.8|t-mobile
9699.18764587249|81500000000.0|15.0|34.9|167.8|t-mobile
11488.3118258444|85750000000.0|37.0|31.9|279.4|vodafone
11488.3118258444|75750000000.0|34.0|31.9|99.3|vodafone
11488.3118258444|85750000000.0|37.0|31.9|279.4|vodafone
11488.3118258444|75750000000.0|34.0|31.9|99.3|vodafone
929.20937030886|85750000000.0|50.0|21.7|211.5|vodafone
929.20937030886|75750000000.0|30.0|21.7|31.5|vodafone
8434.66358804559|23534000000.0|28.0|24.9|42.8|vodafone
8434.66358804559|75750000000.0|37.0|28.4|222.9|vodafone
8434.66358804559|23534000000.0|28.0|24.9|42.8|vodafone
8434.66358804559|75750000000.0|37.0|28.4|222.9|vodafone
3704.31326848863|72875000000.0|36.5|32.2|102.4|vodafone
3704.31326848863|75750000000.0|34.0|29.4|282.4|vodafone
5805.62056080303|81875000000.0|12.0|30.9|169.2|t-mobile
5805.62056080303|71875000000.0|27.0|34.9|349.2|t-mobile
2660.64679917084|38570000000.0|52.0|13.0|173.7|vodafone
2660.64679917084|37310000000.0|17.0|13.0|353.7|vodafone
9387.4077255052|75750000000.0|53.0|28.4|184.7|vodafone
9387.4077255052|23534000000.0|31.0|24.9|4.7|vodafone
9387.4077255052|75750000000.0|53.0|28.4|184.7|vodafone
9387.4077255052|23534000000.0|31.0|24.9|4.7|vodafone
2608.85986941647|81500000000.0|21.0|30.9|331.3|t-mobile
2608.85986941647|71500000000.0|23.0|30.9|151.2|t-mobile
3643.77153092204|38458000000.0|95.0|13.1|222.4|unknown
3643.77153092204|37198000000.0|12.0|13.1|42.4|unknown
6964.82976501001|19370000000.0|15.0|7.0|137.4|t-mobile
6964.82976501001|72250000000.0|37.0|34.9|317.4|t-mobile
6964.82976501001|19370000000.0|15.0|7.0|137.4|t-mobile
6964.82976501001|72250000000.0|37.0|34.9|317.4|t-mobile
4655.99538670203|83000000000.0|36.5|32.9|111.3|kpn
4655.99538670203|73000000000.0|30.0|32.9|291.3|kpn
3900.73733345904|74000000000.0|20.0|30.9|226.3|t-mobile
3900.73733345904|84000000000.0|20.0|30.9|46.3|t-mobile
2841.27303599308|71875000000.0|16.5|30.9|126.2|t-mobile
2841.27303599308|81875000000.0|27.0|30.9|306.2|t-mobile
9592.61206286392|22526000000.0|30.0|24.9|173.0|vodafone
9592.61206286392|23534000000.0|37.0|24.9|353.0|vodafone
9592.61206286392|22526000000.0|30.0|24.9|173.0|vodafone
9592.61206286392|23534000000.0|37.0|24.9|353.0|vodafone
4749.54475538023|81875000000.0|45.0|30.9|26.1|t-mobile
4749.54475538023|71875000000.0|30.0|30.9|206.1|t-mobile
2591.98416078676|71875000000.0|13.8|30.9|327.7|t-mobile
2591.98416078676|81875000000.0|747.3|30.9|147.7|t-mobile
5036.16767192251|81500000000.0|15.5|34.9|266.1|t-mobile
5036.16767192251|71500000000.0|30.0|30.9|86.1|t-mobile
2021.20061935389|32711000000.0|18.0|22.6|134.2|t-mobile
2021.20061935389|71500000000.0|30.0|30.9|314.3|t-mobile
3142.49435338772|81875000000.0|15.0|30.9|249.9|t-mobile
3142.49435338772|71875000000.0|18.0|30.9|69.8|t-mobile
17497.8640287036|19260000000.0|15.0|25.3|139.1|unknown
17497.8640287036|18250000000.0|145.0|21.3|319.1|unknown
17497.8640287036|19260000000.0|15.0|25.3|139.1|unknown
17497.8640287036|18250000000.0|145.0|21.3|319.1|unknown
7085.23852392602|19370000000.0|50.0|8.0|197.5|t-mobile
7085.23852392602|18360000000.0|16.5|8.0|17.4|t-mobile
7085.23852392602|19370000000.0|50.0|8.0|197.5|t-mobile
7085.23852392602|18360000000.0|16.5|8.0|17.4|t-mobile
16546.7644113272|19260000000.0|40.0|30.3|32.4|t-mobile
16546.7644113272|18250000000.0|45.0|30.3|212.5|t-mobile
16546.7644113272|19260000000.0|40.0|30.3|32.4|t-mobile
16546.7644113272|18250000000.0|45.0|30.3|212.5|t-mobile
8075.69942437115|18140000000.0|15.0|9.0|270.1|t-mobile
8075.69942437115|81500000000.0|47.0|34.9|90.0|t-mobile
8075.69942437115|18140000000.0|15.0|9.0|270.1|t-mobile
8075.69942437115|81500000000.0|47.0|34.9|90.0|t-mobile
10195.6619353644|72875000000.0|32.0|32.2|358.7|kpn
10195.6619353644|19645000000.0|22.0|25.4|178.7|kpn
10195.6619353644|72875000000.0|32.0|32.2|358.7|kpn
10195.6619353644|19645000000.0|22.0|25.4|178.7|kpn
10604.855801141|81500000000.0|37.0|34.9|178.3|t-mobile
10604.855801141|71500000000.0|25.4|34.9|358.3|t-mobile
10604.855801141|81500000000.0|37.0|34.9|178.3|t-mobile
10604.855801141|71500000000.0|25.4|34.9|358.3|t-mobile
4273.80725146797|73000000000.0|26.5|30.4|168.8|kpn
4273.80725146797|83000000000.0|34.3|30.4|348.8|kpn
14401.2740863782|19590000000.0|21.5|21.9|34.9|kpn
14401.2740863782|71500000000.0|46.5|25.9|214.9|kpn
9770.52062459292|19645000000.0|26.2|23.4|218.9|kpn
9770.52062459292|72875000000.0|43.5|32.2|38.9|kpn
9770.52062459292|19645000000.0|26.2|23.4|218.9|kpn
9770.52062459292|72875000000.0|43.5|32.2|38.9|kpn
1703.37142499111|71500000000.0|15.0|30.9|26.5|t-mobile
1703.37142499111|81500000000.0|38.0|30.9|206.5|t-mobile
11407.3506048252|15271000000.0|78.0|17.9|190.3|unknown
11407.3506048252|14543000000.0|52.0|17.9|10.3|unknown
309.27015008679|82250000000.0|15.0|12.9|298.6|t-mobile
309.27015008679|72250000000.0|10.0|12.9|118.6|t-mobile
4975.12655904737|83000000000.0|22.0|23.4|320.1|kpn
4975.12655904737|73000000000.0|28.0|23.4|140.0|kpn
4213.68711043267|71875000000.0|15.0|30.9|93.6|t-mobile
4213.68711043267|81875000000.0|32.0|30.9|273.6|t-mobile
590.383585879026|22414000000.0|36.0|24.2|77.1|t-mobile
590.383585879026|71875000000.0|10.0|18.9|257.1|t-mobile
8856.49657174707|23198000000.0|17.0|23.2|102.5|t-mobile
8856.49657174707|22190000000.0|35.0|28.4|282.6|t-mobile
7116.9971710945|72875000000.0|22.7|32.2|2.3|kpn
7116.9971710945|19645000000.0|15.5|17.4|182.3|kpn
7116.9971710945|72875000000.0|22.7|32.2|2.3|kpn
7116.9971710945|19645000000.0|15.5|17.4|182.3|kpn
2157.36376464563|38570000000.0|42.0|9.0|122.7|vodafone
2157.36376464563|37310000000.0|16.0|9.0|302.7|vodafone
2015.04721097634||||299.3|kpn
2015.04721097634|73000000000.0|22.5|23.4|119.3|kpn
1996.62698326145|38570000000.0|34.0|16.0|40.5|vodafone
1996.62698326145|37310000000.0|13.0|16.0|220.5|vodafone
1933.12436235467|85750000000.0|26.0|29.4|88.9|vodafone
1933.12436235467|83000000000.0|75.5|29.9|269.0|vodafone
2828.33395613796|37310000000.0|34.0|15.0|34.4|vodafone
2828.33395613796|38570000000.0|27.0|15.0|214.4|vodafone
10805.8439109902|82875000000.0|39.5|32.2|264.8|vodafone
10805.8439109902|32711000000.0|60.0|15.6|84.8|vodafone
3579.22618090025|75750000000.0|38.0|29.4|301.8|vodafone
3579.22618090025|85750000000.0|12.0|29.4|121.8|vodafone
7576.95768188537|22526000000.0|34.0|26.3|151.3|vodafone
7576.95768188537|23534000000.0|24.0|21.2|331.4|vodafone
3863.16402743992|38640000000.0|18.0|11.0|206.5|vodafone
3863.16402743992|37380000000.0|83.0|11.0|26.5|vodafone
480.825042458615|38682000000.0|23.0|1.0|246.0|vodafone
480.825042458615|37422000000.0|25.0|1.0|66.0|vodafone
6386.4180599134|75750000000.0|33.0|28.4|17.9|vodafone
6386.4180599134|85750000000.0|38.0|28.4|197.9|vodafone
6386.4180599134|75750000000.0|33.0|28.4|17.9|vodafone
6386.4180599134|85750000000.0|38.0|28.4|197.9|vodafone
10769.8938669419|75750000000.0|35.0|28.4|115.9|vodafone
10769.8938669419|23534000000.0|32.0|24.9|295.9|vodafone
10769.8938669419|75750000000.0|35.0|28.4|115.9|vodafone
10769.8938669419|23534000000.0|32.0|24.9|295.9|vodafone
6207.30718860952|22526000000.0|30.0|24.9|286.1|vodafone
6207.30718860952|85750000000.0|37.0|28.4|106.0|vodafone
9637.72356764412|75750000000.0|34.0|28.4|299.8|vodafone
9637.72356764412|23534000000.0|35.0|24.9|119.8|vodafone
9637.72356764412|75750000000.0|34.0|28.4|299.8|vodafone
9637.72356764412|23534000000.0|35.0|24.9|119.8|vodafone
6207.30718860952|22526000000.0|30.0|24.9|286.1|vodafone
6207.30718860952|85750000000.0|37.0|28.4|106.0|vodafone
852.096100898199|85750000000.0|28.0|2.1|305.6|vodafone
852.096100898199|75750000000.0|30.0|2.1|125.5|vodafone
2785.65618305124|38570000000.0|49.0|16.0|190.3|vodafone
2785.65618305124|14543000000.0|52.0|17.9|10.3|vodafone
8720.30297015686|85750000000.0|73.0|28.4|86.2|vodafone
8720.30297015686|75750000000.0|47.0|28.4|266.2|vodafone
8720.30297015686|85750000000.0|73.0|28.4|86.2|vodafone
8720.30297015686|75750000000.0|47.0|28.4|266.2|vodafone
6696.3120648088|23422000000.0|27.0|26.3|22.7|vodafone
6696.3120648088|22414000000.0|35.0|21.2|202.7|vodafone
4990.15922861488|71500000000.0|38.0|27.9|195.5|vodafone
4990.15922861488|81500000000.0|37.5|27.9|15.4|vodafone
3764.15379280505|75750000000.0|34.0|29.4|122.3|vodafone
3764.15379280505|85750000000.0|32.0|29.4|302.3|vodafone
6900.60987540512|75750000000.0|34.0|28.4|205.9|vodafone
6900.60987540512|85750000000.0|30.0|28.4|25.8|vodafone
4990.15922861488|71500000000.0|38.0|27.9|195.5|vodafone
4990.15922861488|81500000000.0|37.5|27.9|15.4|vodafone
6900.60987540512|75750000000.0|34.0|28.4|205.9|vodafone
6900.60987540512|85750000000.0|30.0|28.4|25.8|vodafone
2062.77920914092|37310000000.0|39.0|9.0|86.3|vodafone
2062.77920914092|38570000000.0|51.0|9.0|266.4|vodafone
2522.57693951383|37310000000.0|30.0|16.0|200.1|vodafone
2522.57693951383|13073000000.0|38.0|25.9|20.1|vodafone
7551.06221440079|19260000000.0|32.0|9.0|310.7|vodafone
7551.06221440079|23534000000.0|30.0|24.9|130.6|vodafone
7551.06221440079|19260000000.0|32.0|9.0|310.7|vodafone
7551.06221440079|23534000000.0|30.0|24.9|130.6|vodafone
8311.35831541813|23534000000.0|34.0|26.9|105.1|vodafone
8311.35831541813|22526000000.0|36.0|26.9|285.2|vodafone
8311.35831541813|23534000000.0|34.0|26.9|105.1|vodafone
8311.35831541813|22526000000.0|36.0|26.9|285.2|vodafone
7783.22910959562|22526000000.0|53.0|24.9|232.5|vodafone
7783.22910959562|23534000000.0|34.0|24.9|52.4|vodafone
7783.22910959562|22526000000.0|53.0|24.9|232.5|vodafone
7783.22910959562|23534000000.0|34.0|24.9|52.4|vodafone
4781.37032002486|22526000000.0|31.0|19.2|267.5|vodafone
4781.37032002486|23534000000.0|36.0|24.9|87.5|vodafone
4781.37032002486|22526000000.0|31.0|19.2|267.5|vodafone
4781.37032002486|23534000000.0|36.0|24.9|87.5|vodafone
7891.03303435948|18360000000.0|20.0|9.0|97.8|t-mobile
7891.03303435948|32711000000.0|20.0|22.6|277.9|t-mobile
7891.03303435948|32711000000.0|20.0|22.6|277.9|t-mobile
7891.03303435948|18360000000.0|20.0|9.0|97.8|t-mobile
7546.63735493288|71500000000.0|30.0|34.9|130.8|t-mobile
7546.63735493288|18360000000.0|25.0|8.0|310.8|t-mobile
9749.97410883104|81500000000.0|18.0|34.9|160.1|t-mobile
9749.97410883104|71500000000.0|30.0|34.9|340.1|t-mobile
7546.63735493288|71500000000.0|30.0|34.9|130.8|t-mobile
7546.63735493288|18360000000.0|25.0|8.0|310.8|t-mobile
8085.19017546285|23254000000.0|15.0|12.2|2.3|t-mobile
8085.19017546285|71500000000.0|37.5|34.9|182.3|t-mobile
8085.19017546285|23254000000.0|15.0|12.2|2.3|t-mobile
8085.19017546285|71500000000.0|37.5|34.9|182.3|t-mobile
2332.34814943587|72250000000.0|15.0|30.9|241.2|t-mobile
2332.34814943587|82250000000.0|32.0|30.9|61.2|t-mobile
590.273158155304|81875000000.0|15.0|18.9|103.1|t-mobile
590.273158155304|71875000000.0|15.0|18.9|283.1|t-mobile
3733.74971645849|81500000000.0|36.0|30.9|114.1|t-mobile
3733.74971645849|37926000000.0|40.0|18.3|294.1|t-mobile
3212.38625019747|32711000000.0|42.0|12.6|224.5|t-mobile
3212.38625019747|72250000000.0|11.0|30.9|44.5|t-mobile
18063.6520221346|14599000000.0|30.0|25.5|82.5|t-mobile
18063.6520221346|19150000000.0|30.0|27.3|262.7|t-mobile
7346.71673365136|18360000000.0|50.0|8.0|200.7|t-mobile
7346.71673365136|19370000000.0|30.0|8.0|20.7|t-mobile
7346.71673365136|18360000000.0|50.0|8.0|200.7|t-mobile
7346.71673365136|19370000000.0|30.0|8.0|20.7|t-mobile
6125.01311233845|71500000000.0|30.0|30.9|58.3|t-mobile
6125.01311233845|81500000000.0|40.0|34.9|238.4|t-mobile
1397.22412866928|81500000000.0|23.0|22.9|13.8|t-mobile
1397.22412866928|71500000000.0|37.0|22.9|193.8|t-mobile
11792.0947092214|22246000000.0|37.0|27.9|118.3|t-mobile
11792.0947092214|19370000000.0|37.0|18.0|298.4|t-mobile
12745.7409955159|19150000000.0|37.0|18.0|226.8|t-mobile
12745.7409955159|22358000000.0|50.0|25.1|46.7|t-mobile
5722.80864273801|71500000000.0|40.0|34.9|259.6|t-mobile
5722.80864273801|31899000000.0|37.0|22.6|79.6|t-mobile
12745.7409955159|19150000000.0|37.0|18.0|226.8|t-mobile
12745.7409955159|22358000000.0|50.0|25.1|46.7|t-mobile
11792.0947092214|22246000000.0|37.0|27.9|118.3|t-mobile
11792.0947092214|19370000000.0|37.0|18.0|298.4|t-mobile
4505.54737121628|74000000000.0|37.5|30.9|74.3|t-mobile
4505.54737121628|84000000000.0|50.0|30.9|254.3|t-mobile
2071.11003924012|37184000000.0|34.0|8.0|157.9|unknown
2071.11003924012|38444000000.0|50.0|13.1|337.9|unknown
10888.3503857755|19370000000.0|38.0|24.9|249.1|unknown
10888.3503857755|18525000000.0|34.0|22.9|69.1|unknown
10059.3368146846|19370000000.0|150.0|20.9|135.2|kpn
10059.3368146846|18360000000.0|9.0|20.9|315.2|kpn
996.425794490812|71875000000.0|16.8|25.9|182.7|t-mobile
996.425794490812|23254000000.0|23.0|25.1|2.7|t-mobile
9983.00096096956|18580000000.0|39.5|21.9|202.9|kpn
9983.00096096956|19590000000.0|22.0|21.9|22.9|kpn
2864.10955244617|37268000000.0|33.0|15.0|217.5|vodafone
2864.10955244617|38528000000.0|9.0|15.0|37.5|vodafone
10192.9074358864|23450000000.0|36.0|22.3|29.1|vodafone
10192.9074358864|81500000000.0|20.0|30.9|209.2|vodafone
3014.12135059935|82250000000.0|23.4|30.9|231.4|t-mobile
3014.12135059935|72250000000.0|25.0|30.9|51.4|t-mobile
613.426647533077|38343000000.0|30.5|2.0|13.7|unknown
613.426647533077|37083000000.0|5.0|2.0|193.7|unknown
4874.3827300723|33341000000.0|36.0|19.8|221.7|vodafone
4874.3827300723|32529000000.0|37.0|19.8|41.7|vodafone
7563.63900364858|22470000000.0|38.0|18.2|240.5|vodafone
7563.63900364858|23478000000.0|36.0|23.3|60.5|vodafone
3068.99880633286|81500000000.0|14.8|30.9|2.4|t-mobile
3068.99880633286|71500000000.0|35.0|30.9|182.4|t-mobile
3306.87763770178|38570000000.0|21.0|21.0|254.4|vodafone
3306.87763770178|75750000000.0|34.0|27.9|74.4|vodafone
7060.21358873615|18140000000.0|39.5|26.0|297.1|vodafone
7060.21358873615|22526000000.0|32.0|21.2|117.0|vodafone
5913.23530237575|84000000000.0|37.5|34.9|253.2|t-mobile
5913.23530237575|74000000000.0|52.5|34.9|73.2|t-mobile
11706.0573755908|23534000000.0|32.0|24.9|247.8|unknown
11706.0573755908|81875000000.0|27.0|20.9|67.7|unknown
20972.4863635521|17755000000.0|12.0|17.9|183.7|unknown
20972.4863635521|18765000000.0|55.0|17.9|3.7|unknown
4027.38361918368|37198000000.0|20.0|24.9|231.6|unknown
4027.38361918368|38458000000.0|55.0|24.9|51.5|unknown
7383.25878843451|37097000000.0|35.0|18.0|79.8|t-mobile
7383.25878843451|81500000000.0|30.0|34.9|259.8|t-mobile
7383.25878843451|37097000000.0|35.0|18.0|79.8|t-mobile
7383.25878843451|81500000000.0|30.0|34.9|259.8|t-mobile
30095.0341027789|71875000000.0|30.0|26.9|187.9|unknown
30095.0341027789|81875000000.0|38.1|26.9|7.9|unknown
8369.43104903418|75750000000.0|35.0|28.4|14.6|vodafone
8369.43104903418|85750000000.0|37.0|28.4|194.6|vodafone
8369.43104903418|75750000000.0|35.0|28.4|14.6|vodafone
8369.43104903418|85750000000.0|37.0|28.4|194.6|vodafone
4144.24783564475|37310000000.0|86.0|21.0|6.2|vodafone
4144.24783564475|38570000000.0|4.0|21.0|186.2|vodafone
31591.6392001073|12835000000.0|73.0|23.9|158.0|unknown
31591.6392001073|23534000000.0|20.0|20.2|338.1|unknown
13652.6205372732|18958000000.0|30.0|23.6|339.1|vodafone
13652.6205372732|17948000000.0|24.0|23.6|159.1|vodafone
752.794598054592|71500000000.0|15.0|19.9|156.0|t-mobile
752.794598054592|23310000000.0|20.8|22.7|336.0|t-mobile
4435.39464397044|18140000000.0|38.0|28.0|113.9|kpn
4435.39464397044|19150000000.0|35.0|28.0|294.0|kpn
6290.59177710717|74750000000.0|16.9|34.9|49.9|t-mobile
6290.59177710717|84750000000.0|84.0|34.9|229.9|t-mobile
2670.81325455342|74375000000.0|35.0|30.9|319.5|t-mobile
2670.81325455342|84375000000.0|55.5|30.9|139.5|t-mobile
7362.99223511734|71500000000.0|46.5|29.9|355.8|t-mobile
7362.99223511734|38357000000.0|31.0|17.0|175.8|t-mobile
48832.8431607366|14540000000.0|66.0|29.1|350.2|unknown
48832.8431607366|15268000000.0|50.0|29.1|170.1|unknown
6255.58261252476|22190000000.0|86.5|17.4|247.6|unknown
6255.58261252476|23198000000.0|9.0|13.1|67.5|unknown
27331.2829376476|17975000000.0|17.0|32.2|105.9|unknown
27331.2829376476|18985000000.0|140.0|32.2|286.1|unknown
1720.55622554686|18140000000.0|15.0|25.0|125.7|unknown
1720.55622554686|32767000000.0|18.0|10.6|305.7|unknown
1998.08240608803|75750000000.0|16.0|29.4|66.8|vodafone
1998.08240608803|85750000000.0|31.0|29.4|246.8|vodafone
9622.75433052913|18360000000.0|30.0|18.0|4.9|t-mobile
9622.75433052913|81500000000.0|40.0|34.9|184.9|t-mobile
6165.57673017548|72875000000.0|34.3|32.2|43.5|kpn
6165.57673017548|19590000000.0|24.5|17.4|223.6|kpn
6165.57673017548|72875000000.0|34.3|32.2|43.5|kpn
6165.57673017548|19590000000.0|24.5|17.4|223.6|kpn
5308.53146759904|19645000000.0|30.5|11.4|49.0|kpn
5308.53146759904|18635000000.0|33.0|11.4|229.0|kpn
5308.53146759904|19645000000.0|30.5|11.4|49.0|kpn
5308.53146759904|18635000000.0|33.0|11.4|229.0|kpn
9638.22916244229|18140000000.0|30.0|27.0|137.4|t-mobile
9638.22916244229|81875000000.0|30.0|34.9|317.5|t-mobile
6742.72821005546|18140000000.0|15.0|17.0|309.6|t-mobile
6742.72821005546|19150000000.0|22.0|17.0|129.5|t-mobile
6742.72821005546|18140000000.0|15.0|17.0|309.6|t-mobile
6742.72821005546|19150000000.0|22.0|17.0|129.5|t-mobile
7103.89699360398|71875000000.0|32.0|34.9|86.0|t-mobile
